Id,SalePrice
1709,255096.08
1710,216600.1
1711,226510.62
1712,276492.53
1713,261842.4
1714,226930.23
1715,202060.55
1716,173396.47
1717,166917.11
1718,152032.62
1719,206185.38
1720,204502.75
1721,177868.75
1722,149656.97
1723,147264.25
1724,196630.36
1725,236052.72
1726,189380.95
1727,167110.03
1728,171926.36
1729,153823.28
1730,144010.89
1731,127168.69
1732,124236.266
1733,120784.805
1734,128183.01
1735,130111.31
1736,114633.14
1737,279530.4
1738,230405.23
1739,224819.34
1740,222908.84
1741,190218.27
1742,167789.5
1743,169674.34
1744,264644.34
1745,233650.83
1746,253613.47
1747,204464.16
1748,270954.62
1749,142572.53
1750,125777.586
1751,266815.34
1752,120194.89
1753,149786.86
1754,188010.03
1755,162061.84
1756,128521.17
1757,123064.266
1758,138574.66
1759,158172.2
1760,155145.62
1761,141189.31
1762,199594.39
1763,165150.81
1764,126101.23
1765,180589.89
1766,185149.69
1767,218935.69
1768,143606.88
1769,171529.6
1770,143594.75
1771,123682.05
1772,144575.39
1773,136275.58
1774,159171.9
1775,136105.12
1776,145234.62
1777,111974.484
1778,139231.05
1779,134388.92
1780,154849.72
1781,133475.7
1782,98543.41
1783,138035.39
1784,113183.3
1785,119740.8
1786,159722.97
1787,156570.47
1788,56724.055
1789,88636.41
1790,93476.56
1791,154444.53
1792,162376.17
1793,137018.64
1794,138377.3
1795,137865.62
1796,137785.98
1797,114651.92
1798,125724.57
1799,109926.16
1800,132354.78
1801,127488.445
1802,123418.8
1803,149431.53
1804,134848.84
1805,131338.81
1806,125838.27
1807,139813.36
1808,112993.234
1809,140611.75
1810,141501.27
1811,98671.96
1812,114445.18
1813,125098.13
1814,89913.42
1815,56624.875
1816,118187.89
1817,121487.24
1818,135641.97
1819,112038.914
1820,83989.734
1821,111839.58
1822,151470.22
1823,65935.23
1824,135723.12
1825,138081.72
1826,106806.13
1827,110031.06
1828,142829.2
1829,110808.44
1830,154337.88
1831,131927.19
1832,74364.56
1833,156858.28
1834,124588.07
1835,96513.016
1836,129496.04
1837,110529.04
1838,127966.586
1839,102693.26
1840,129836.96
1841,130268.625
1842,94488.766
1843,136744.48
1844,142944.88
1845,144231.94
1846,145136.17
1847,210683.16
1848,64212.766
1849,142441.28
1850,120801.88
1851,158199.4
1852,119780.25
1853,129966.3
1854,164174.1
1855,146621.86
1856,217001.19
1857,206324.5
1858,126932.1
1859,116486.39
1860,145655.03
1861,116339.55
1862,277013.38
1863,232180.58
1864,232574.55
1865,320566.47
1866,284476.44
1867,214164.19
1868,284662.06
1869,188537.4
1870,189811.5
1871,216352.86
1872,176356.34
1873,231484.22
1874,150387.75
1875,187812.55
1876,194220.81
1877,195484.92
1878,193719.81
1879,126002.78
1880,123483.45
1881,233653.55
1882,264092.66
1883,198015.69
1884,217992.81
1885,204075.94
1886,288371.97
1887,194717.52
1888,235408.53
1889,174850.6
1890,123900.25
1891,137983.69
1892,104867.13
1893,143644.58
1894,124057.26
1895,157239.4
1896,126278.64
1897,117566.016
1898,129917.98
1899,160318.56
1900,154908.69
1901,176757.9
1902,175400.94
1903,187325.84
1904,135214.77
1905,174980.72
1906,138711.23
1907,260303.28
1908,105273.22
1909,118305.3
1910,118510.7
1911,193140.44
1912,392378.1
1913,136320.94
1914,66986.07
1915,238988.67
1916,86934.17
1917,237132.6
1918,148132.31
1919,171874.44
1920,153377.1
1921,331199.06
1922,267158.94
1923,226620.0
1924,224812.17
1925,210459.16
1926,369079.03
1927,134672.81
1928,168888.06
1929,133664.72
1930,151071.0
1931,142052.53
1932,141989.44
1933,191524.25
1934,174708.94
1935,170216.78
1936,173025.28
1937,184452.34
1938,174242.22
1939,264515.97
1940,209001.62
1941,172860.7
1942,179140.06
1943,206526.53
1944,315696.9
1945,385961.22
1946,104430.48
1947,291877.6
1948,198636.47
1949,224578.31
1950,167429.97
1951,235061.4
1952,219112.8
1953,150131.25
1954,189837.12
1955,140348.86
1956,330256.34
1957,157609.75
1958,300618.94
1959,143210.19
1960,119385.125
1961,114812.78
1962,95589.695
1963,104829.09
1964,111556.12
1965,137465.95
1966,134731.27
1967,278725.47
1968,422654.88
1969,387653.4
1970,421505.7
1971,484462.97
1972,327464.9
1973,257358.75
1974,302407.03
1975,487573.7
1976,260073.16
1977,355443.6
1978,388916.2
1979,344021.72
1980,205046.66
1981,328689.38
1982,205846.9
1983,206488.58
1984,171089.12
1985,212709.72
1986,206668.94
1987,175701.53
1988,179432.9
1989,196319.17
1990,210958.69
1991,222825.28
1992,203989.73
1993,172232.05
1994,241989.92
1995,183589.75
1996,258730.94
1997,302396.97
1998,328802.84
1999,245987.16
2000,316076.53
2001,256114.23
2002,226304.89
2003,249325.08
2004,255993.6
2005,206945.12
2006,218113.78
2007,265190.78
2008,201569.27
2009,189907.31
2010,192633.28
2011,157841.45
2012,164297.62
2013,182852.4
2014,186152.77
2015,180476.19
2016,186272.77
2017,190694.0
2018,127129.69
2019,130312.3
2020,110976.67
2021,106523.0
2022,193213.19
2023,139306.31
2024,339958.94
2025,347022.78
2026,182180.75
2027,154346.56
2028,155982.62
2029,152837.4
2030,238793.95
2031,206731.5
2032,216175.69
2033,223425.86
2034,159681.98
2035,206352.81
2036,177445.88
2037,178181.53
2038,263494.12
2039,210429.61
2040,293081.84
2041,265169.66
2042,218368.47
2043,177344.56
2044,176894.5
2045,186584.47
2046,139539.9
2047,145020.39
2048,142509.06
2049,130565.56
2050,163540.4
2051,126753.22
2052,129521.555
2053,150145.84
2054,93080.28
2055,134296.75
2056,148753.52
2057,122029.67
2058,231646.38
2059,138201.0
2060,173332.83
2061,183848.52
2062,131270.12
2063,122531.03
2064,132360.53
2065,115507.53
2066,177502.05
2067,146631.48
2068,139590.61
2069,87132.79
2070,104338.26
2071,103179.61
2072,126024.37
2073,134027.38
2074,129516.82
2075,142467.5
2076,108983.8
2077,145251.62
2078,120622.97
2079,124094.54
2080,118724.164
2081,119488.555
2082,85554.984
2083,141636.53
2084,112631.15
2085,127611.45
2086,111941.914
2087,115600.31
2088,110797.67
2089,82636.47
2090,117894.83
2091,115676.23
2092,132908.97
2093,105318.875
2094,120535.39
2095,135499.66
2096,83850.83
2097,93215.445
2098,135242.66
2099,58413.945
2100,107365.516
2101,104407.734
2102,122718.47
2103,106356.305
2104,153656.45
2105,145231.06
2106,76029.234
2107,179682.2
2108,113719.97
2109,120872.0
2110,139805.84
2111,138207.38
2112,129403.32
2113,118085.59
2114,129353.14
2115,157420.19
2116,120867.695
2117,147307.62
2118,136527.1
2119,121907.16
2120,104849.22
2121,103467.78
2122,112150.266
2123,100888.34
2124,148672.22
2125,113114.984
2126,148182.1
2127,154772.44
2128,121950.12
2129,93878.766
2130,142653.64
2131,135762.48
2132,123760.914
2133,129225.48
2134,121343.95
2135,92869.53
2136,106396.016
2137,118241.23
2138,130032.484
2139,141959.28
2140,130814.01
2141,158406.38
2142,133281.08
2143,154957.61
2144,129559.43
2145,134055.55
2146,162843.05
2147,144586.08
2148,121002.484
2149,143646.12
2150,183978.23
2151,114941.195
2152,170391.88
2153,230873.47
2154,113786.81
2155,147590.02
2156,324163.16
2157,227414.83
2158,252017.16
2159,217915.03
2160,180180.38
2161,237918.56
2162,310814.75
2163,332276.44
2164,214680.16
2165,183815.97
2166,149621.38
2167,186899.1
2168,196353.67
2169,194594.1
2170,171001.23
2171,165136.06
2172,129577.17
2173,192414.31
2174,255518.56
2175,262254.03
2176,290377.7
2177,271232.66
2178,209682.34
2179,145301.47
2180,187817.98
2181,185219.66
2182,206385.36
2183,180548.72
2184,125647.62
2185,135267.31
2186,135559.72
2187,145193.55
2188,145757.05
2189,185549.31
2190,91853.734
2191,87634.15
2192,95955.95
2193,108290.34
2194,112763.73
2195,114275.81
2196,116650.2
2197,112784.17
2198,157177.19
2199,165888.0
2200,146444.69
2201,131203.9
2202,177641.92
2203,159470.45
2204,186891.66
2205,129061.08
2206,141811.19
2207,200694.98
2208,226541.72
2209,232319.77
2210,108028.234
2211,111243.64
2212,119005.78
2213,114728.18
2214,151921.62
2215,112817.81
2216,147058.28
2217,59527.25
2218,110480.07
2219,83478.81
2220,91593.555
2221,238453.11
2222,244212.78
2223,252758.75
2224,209096.69
2225,137152.11
2226,188278.17
2227,188931.12
2228,227061.5
2229,255279.1
2230,159655.47
2231,207579.83
2232,203411.03
2233,182652.75
2234,217874.78
2235,219551.06
2236,257259.31
2237,296924.28
2238,165303.88
2239,132041.28
2240,156206.56
2241,150738.12
2242,129031.31
2243,136175.31
2244,98015.36
2245,84338.66
2246,123775.25
2247,103484.09
2248,129903.055
2249,118508.24
2250,119301.5
2251,190870.47
2252,155182.5
2253,159671.4
2254,183609.48
2255,174600.52
2256,177472.77
2257,208264.19
2258,153377.17
2259,179220.11
2260,153523.69
2261,182603.62
2262,206102.0
2263,324062.34
2264,338283.47
2265,189510.38
2266,265027.72
2267,416171.62
2268,407237.06
2269,151571.6
2270,181563.84
2271,174133.48
2272,171395.14
2273,156500.6
2274,173639.36
2275,158608.66
2276,163966.56
2277,161183.58
2278,148980.39
2279,127534.016
2280,127018.94
2281,179289.23
2282,182654.69
2283,103894.805
2284,114534.44
2285,136187.75
2286,120902.72
2287,365548.66
2288,289357.88
2289,415561.22
2290,452412.5
2291,344624.22
2292,437845.16
2293,521669.62
2294,401382.47
2295,520377.9
2296,380301.47
2297,294560.8
2298,366910.84
2299,401389.75
2300,350430.12
2301,248511.42
2302,239914.58
2303,278662.0
2304,253688.58
2305,198207.9
2306,192293.97
2307,210393.86
2308,224165.55
2309,277106.78
2310,211797.1
2311,195803.06
2312,169766.9
2313,174609.38
2314,170467.3
2315,182619.58
2316,206245.0
2317,178298.97
2318,181636.83
2319,182401.94
2320,172869.9
2321,207335.86
2322,176904.06
2323,175048.73
2324,163513.98
2325,223760.47
2326,167638.66
2327,209255.8
2328,219759.62
2329,183242.47
2330,186144.56
2331,375487.9
2332,401510.28
2333,318577.34
2334,275877.22
2335,269837.1
2336,289606.0
2337,205373.94
2338,248759.4
2339,226596.86
2340,409739.72
2341,238216.88
2342,225915.77
2343,222560.22
2344,234807.78
2345,230675.38
2346,207363.78
2347,205638.23
2348,231889.48
2349,186148.17
2350,258360.31
2351,266699.9
2352,279285.66
2353,292363.12
2354,157627.16
2355,161960.61
2356,149535.39
2357,185350.03
2358,203807.44
2359,158513.89
2360,122578.83
2361,134720.48
2362,316945.28
2363,132857.56
2364,144857.14
2365,204002.19
2366,184387.62
2367,227348.75
2368,199817.64
2369,254919.16
2370,155871.19
2371,162756.25
2372,200769.56
2373,270635.2
2374,287650.28
2375,259947.36
2376,361240.12
2377,417360.44
2378,151489.9
2379,166957.72
2380,155506.5
2381,157444.31
2382,206748.89
2383,206866.06
2384,239850.05
2385,145027.05
2386,137341.78
2387,132466.25
2388,113729.56
2389,133513.78
2390,147192.16
2391,141747.88
2392,120189.914
2393,152479.27
2394,139252.4
2395,199884.03
2396,154020.25
2397,192846.06
2398,141770.72
2399,60775.363
2400,70516.09
2401,106512.03
2402,149178.94
2403,130195.98
2404,162613.97
2405,157020.95
2406,137323.47
2407,124831.74
2408,137177.72
2409,132948.47
2410,160729.6
2411,121120.664
2412,164301.75
2413,134125.47
2414,148278.2
2415,129300.125
2416,120285.33
2417,127983.336
2418,127243.95
2419,133200.7
2420,123849.22
2421,165851.03
2422,116302.11
2423,120131.45
2424,151347.77
2425,266753.25
2426,117828.27
2427,146118.84
2428,170114.06
2429,113417.41
2430,127496.805
2431,128280.04
2432,133055.97
2433,147674.22
2434,134907.16
2435,143607.69
2436,105889.164
2437,114131.734
2438,124689.125
2439,107517.805
2440,109750.42
2441,93659.305
2442,103307.39
2443,132469.0
2444,119992.73
2445,87121.42
2446,141054.39
2447,169329.53
2448,128716.59
2449,105844.22
2450,128794.69
2451,127761.31
2452,204306.19
2453,115445.56
2454,147542.97
2455,132465.62
2456,129399.17
2457,120998.516
2458,142018.66
2459,120905.47
2460,132214.84
2461,128389.22
2462,139447.45
2463,121499.31
2464,170772.94
2465,134054.1
2466,114962.28
2467,117159.9
2468,93132.84
2469,87148.71
2470,178719.17
2471,212058.27
2472,182962.86
2473,99576.91
2474,80305.17
2475,215501.5
2476,104587.67
2477,147850.39
2478,165508.06
2479,106135.375
2480,144227.44
2481,130698.85
2482,128072.39
2483,117716.09
2484,124039.08
2485,129535.92
2486,149037.03
2487,115382.766
2488,150611.62
2489,162875.12
2490,138381.9
2491,103901.695
2492,184460.75
2493,156980.4
2494,164535.2
2495,109656.95
2496,290084.72
2497,157382.4
2498,110654.75
2499,90347.336
2500,135451.56
2501,134652.75
2502,129292.25
2503,78381.7
2504,250177.72
2505,215798.12
2506,258476.72
2507,346064.22
2508,267973.84
2509,214012.72
2510,210075.16
2511,175089.84
2512,209427.89
2513,212632.16
2514,262033.11
2515,147075.88
2516,163494.44
2517,151778.94
2518,169885.12
2519,233006.62
2520,217685.69
2521,199968.8
2522,215698.38
2523,114676.61
2524,140050.39
2525,140489.92
2526,135537.53
2527,125685.055
2528,126599.695
2529,127635.266
2530,130606.47
2531,234593.28
2532,220292.48
2533,197175.84
2534,235733.5
2535,325636.53
2536,240160.75
2537,216664.66
2538,185943.06
2539,170327.88
2540,184410.19
2541,181269.25
2542,178475.11
2543,123718.516
2544,112482.68
2545,115026.375
2546,127329.44
2547,127925.16
2548,147639.06
2549,150033.4
2550,186206.08
2551,146420.72
2552,127150.22
2553,96626.414
2554,95362.56
2555,106243.67
2556,101133.34
2557,101191.836
2558,86138.29
2559,151384.8
2560,133079.67
2561,120387.08
2562,142343.47
2563,136004.61
2564,171631.73
2565,169830.66
2566,155763.23
2567,139450.44
2568,228858.81
2569,211225.25
2570,108733.03
2571,195811.66
2572,144925.62
2573,217804.88
2574,410019.06
2575,113898.87
2576,143032.89
2577,165405.3
2578,84663.93
2579,89403.2
2580,118193.39
2581,107757.0
2582,129174.33
2583,277947.6
2584,169923.75
2585,180055.06
2586,205464.67
2587,172635.42
2588,143895.34
2589,149422.42
2590,194110.02
2591,266671.53
2592,255948.78
2593,262040.38
2594,169456.92
2595,192104.47
2596,316459.56
2597,191995.75
2598,284579.47
2599,340282.97
2600,283030.9
2601,152034.88
2602,82556.586
2603,84739.28
2604,89080.81
2605,88151.266
2606,154197.84
2607,236256.16
2608,265942.2
2609,169174.25
2610,128680.625
2611,165372.06
2612,153628.66
2613,129316.555
2614,125959.625
2615,157184.5
2616,155712.44
2617,158621.0
2618,206726.62
2619,174153.0
2620,173263.05
2621,189621.81
2622,198884.47
2623,258027.86
2624,316565.84
2625,337805.6
2626,159040.36
2627,161554.88
2628,432595.34
2629,544573.25
2630,350816.22
2631,465568.28
2632,435916.38
2633,298258.1
2634,409985.6
2635,155983.19
2636,190544.44
2637,158849.89
2638,281061.06
2639,164733.78
2640,149628.1
2641,110460.76
2642,191194.94
2643,102948.56
2644,128567.516
2645,101689.36
2646,91732.22
2647,104458.46
2648,154221.47
2649,152928.22
2650,134355.42
2651,141238.88
2652,389822.03
2653,239375.84
2654,282105.7
2655,355270.78
2656,303136.56
2657,357703.34
2658,325331.2
2659,302368.66
2660,356269.03
2661,374604.25
2662,340750.16
2663,282205.03
2664,259452.64
2665,285528.3
2666,286857.1
2667,176837.34
2668,179648.2
2669,188204.52
2670,276591.0
2671,181981.89
2672,185353.88
2673,190145.92
2674,195163.0
2675,162275.5
2676,186480.1
2677,190529.06
2678,277081.47
2679,244657.77
2680,269591.62
2681,331827.1
2682,318684.6
2683,430281.53
2684,300600.22
2685,355113.97
2686,262330.47
2687,285556.62
2688,229321.4
2689,198695.88
2690,439804.8
2691,204905.69
2692,153012.53
2693,195812.55
2694,160956.69
2695,190277.52
2696,182285.27
2697,186791.14
2698,172329.47
2699,171624.33
2700,160566.22
2701,151665.14
2702,121992.32
2703,123599.5
2704,150064.69
2705,121168.28
2706,118042.984
2707,135711.03
2708,132292.03
2709,108218.32
2710,125666.984
2711,288266.78
2712,373203.66
2713,180624.1
2714,144812.97
2715,168656.97
2716,145613.84
2717,223341.16
2718,223824.88
2719,156308.38
2720,164853.0
2721,124914.98
2722,154460.69
2723,126090.03
2724,131085.84
2725,133810.56
2726,148958.98
2727,175561.19
2728,173191.34
2729,144677.19
2730,148987.03
2731,128269.12
2732,142101.44
2733,162075.62
2734,193167.39
2735,137510.94
2736,162330.5
2737,126092.5
2738,131000.234
2739,153438.58
2740,132220.31
2741,140447.34
2742,153552.02
2743,166348.06
2744,153288.28
2745,130693.73
2746,145959.47
2747,153451.81
2748,139119.25
2749,153841.94
2750,119342.06
2751,129057.81
2752,200423.8
2753,143681.94
2754,196502.58
2755,135082.17
2756,101915.45
2757,75650.64
2758,88586.07
2759,144416.22
2760,125995.77
2761,150283.56
2762,147771.56
2763,176950.38
2764,162427.28
2765,270326.72
2766,149331.06
2767,87913.94
2768,129376.3
2769,136679.4
2770,122045.836
2771,106231.91
2772,126666.9
2773,192941.2
2774,138759.56
2775,107798.8
2776,130266.96
2777,128788.12
2778,89707.67
2779,116302.805
2780,100399.84
2781,90436.14
2782,116422.4
2783,120114.73
2784,114855.0
2785,127900.8
2786,67967.31
2787,123564.49
2788,96568.97
2789,123230.97
2790,97216.59
2791,149023.97
2792,75863.44
2793,158119.33
2794,110882.28
2795,122131.75
2796,105659.79
2797,214259.19
2798,128660.55
2799,115477.64
2800,83292.14
2801,103274.67
2802,120987.99
2803,114961.28
2804,145080.36
2805,105122.734
2806,101983.766
2807,152380.25
2808,149376.62
2809,128776.99
2810,122482.375
2811,155083.8
2812,148888.69
2813,145104.6
2814,138693.12
2815,102721.53
2816,221036.1
2817,152052.62
2818,133433.7
2819,152650.03
2820,144201.12
2821,113662.31
2822,207831.72
2823,363118.8
2824,176497.28
2825,155682.67
2826,130338.21
2827,129419.53
2828,258397.0
2829,185484.22
2830,237981.03
2831,166930.89
2832,276770.6
2833,260068.25
2834,215125.66
2835,220446.28
2836,189307.69
2837,146767.94
2838,154434.97
2839,201323.0
2840,180201.56
2841,203286.47
2842,216968.88
2843,155689.28
2844,159546.44
2845,127099.09
2846,213519.25
2847,200293.66
2848,207913.34
2849,212678.53
2850,263078.22
2851,244676.89
2852,209962.28
2853,239072.25
2854,145212.64
2855,182525.64
2856,209430.72
2857,190724.34
2858,189178.66
2859,123864.06
2860,122333.47
2861,131084.83
2862,193496.56
2863,124601.25
2864,252479.31
2865,149126.94
2866,148559.31
2867,103137.336
2868,86208.03
2869,99747.08
2870,145033.45
2871,86294.516
2872,54269.543
2873,103400.4
2874,130552.055
2875,99056.94
2876,146735.55
2877,143363.4
2878,147047.66
2879,136100.02
2880,104699.34
2881,200805.16
2882,170890.92
2883,171976.5
2884,178130.38
2885,202078.78
2886,241803.0
2887,93378.34
2888,130955.19
2889,75717.98
2890,82072.05
2891,142793.89
2892,61871.844
2893,98975.59
2894,81135.67
2895,309866.84
2896,248534.28
2897,192116.31
2898,140219.22
2899,197261.5
2900,147982.75
2901,220843.5
2902,181125.12
2903,348650.0
2904,324504.84
2905,146414.1
2906,165497.73
2907,120161.29
2908,134726.66
2909,139733.12
2910,81733.78
2911,82247.46
2912,160679.3
2913,78166.18
2914,83294.25
2915,90936.81
2916,78879.07
2917,172283.62
2918,138504.97
2919,210192.19
